,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,history_of_default,cred_hist_length,loan_status
296,296,25,39204,MORTGAGE,7.0,PERSONAL,A,7000,9.32,0.18,N,2,0
297,297,30,52500,MORTGAGE,7.0,PERSONAL,A,15000,6.99,0.29,N,6,0
298,298,31,56000,RENT,1.0,MEDICAL,B,2500,11.49,0.04,N,9,0
299,299,28,30000,RENT,0.0,PERSONAL,D,7200,16.29,0.24,N,5,1
300,300,23,100000,MORTGAGE,7.0,VENTURE,A,14000,5.79,0.14,N,4,0
301,301,23,75000,RENT,1.0,VENTURE,B,1800,11.49,0.02,N,2,0
302,302,27,28800,OWN,2.0,HOMEIMPROVEMENT,B,3300,10.59,0.11,N,6,0
303,303,22,40000,RENT,1.0,VENTURE,A,3650,6.91,0.09,N,2,0
304,304,41,38400,RENT,7.0,DEBTCONSOLIDATION,C,10000,13.49,0.26,N,15,0
305,305,28,110000,MORTGAGE,11.0,MEDICAL,A,15000,7.88,0.14,N,8,0
306,306,24,50000,RENT,0.0,VENTURE,B,12500,11.71,0.25,N,2,0
307,307,23,40000,RENT,0.0,EDUCATION,B,7000,8.88,0.17,N,3,0
308,308,37,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4000,10.37,0.06,N,17,0
309,309,23,55000,RENT,7.0,DEBTCONSOLIDATION,B,6000,10.0,0.11,N,2,0
310,310,25,100300,RENT,9.0,MEDICAL,D,8500,14.84,0.08,N,3,1
311,311,22,40000,RENT,0.0,PERSONAL,C,16000,13.85,0.4,N,2,1
312,312,29,60000,RENT,1.0,EDUCATION,A,7500,9.32,0.13,N,6,0
313,313,23,87360,RENT,3.0,DEBTCONSOLIDATION,B,9800,10.65,0.11,N,4,0
314,314,26,95000,MORTGAGE,10.0,PERSONAL,B,17000,12.69,0.18,N,2,0
315,315,32,40000,RENT,2.0,PERSONAL,B,1500,11.71,0.04,N,9,0
316,316,28,27600,OWN,4.0,MEDICAL,B,6000,11.71,0.22,N,9,0
317,317,22,42000,OWN,4.0,VENTURE,B,2500,10.59,0.06,N,2,0
318,318,27,62000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.86,0.16,N,6,0
319,319,29,120000,MORTGAGE,4.0,MEDICAL,A,3600,7.49,0.03,N,8,0
320,320,23,44000,RENT,4.0,EDUCATION,E,8500,16.32,0.19,N,4,1
321,321,28,110000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.99,0.11,N,10,0
322,322,22,96000,MORTGAGE,6.0,EDUCATION,A,4800,6.92,0.05,N,2,0
323,323,24,145000,MORTGAGE,8.0,EDUCATION,A,6000,5.79,0.04,N,2,0
324,324,36,40000,RENT,5.0,VENTURE,B,7000,11.49,0.17,N,14,0
325,325,33,57000,RENT,17.0,MEDICAL,A,6000,6.76,0.11,N,8,0
326,326,25,41600,MORTGAGE,2.0,VENTURE,B,13750,10.83,0.32,N,2,0
327,327,26,46500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,9.45,0.21,N,2,0
328,328,24,75000,RENT,4.0,HOMEIMPROVEMENT,B,20000,12.69,0.27,N,4,0
329,329,24,63000,MORTGAGE,8.0,PERSONAL,A,12000,7.9,0.19,N,4,0
330,330,24,90000,MORTGAGE,8.0,MEDICAL,B,12000,11.71,0.13,N,3,0
331,331,22,70000,MORTGAGE,6.0,PERSONAL,D,3500,15.99,0.05,Y,3,0
332,332,28,70000,MORTGAGE,9.0,EDUCATION,A,3000,6.39,0.04,N,8,0
333,333,23,48000,MORTGAGE,5.0,VENTURE,B,4200,10.59,0.09,N,2,0
334,334,27,45000,RENT,11.0,EDUCATION,B,7500,10.65,0.17,N,6,0
335,335,22,53000,RENT,2.0,DEBTCONSOLIDATION,C,6600,13.99,0.12,N,2,0
336,336,36,45000,MORTGAGE,3.0,MEDICAL,A,6250,5.79,0.14,N,13,0
337,337,43,105201,MORTGAGE,19.0,VENTURE,C,15000,13.57,0.14,N,11,0
338,338,40,120000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,6000,6.03,0.05,N,14,0
339,339,26,58650,MORTGAGE,7.0,PERSONAL,D,5000,14.11,0.07,N,2,1
340,340,22,45000,MORTGAGE,6.0,VENTURE,A,4800,6.03,0.11,N,2,0
341,341,25,52000,RENT,2.0,EDUCATION,C,6000,12.87,0.12,Y,2,0
342,342,28,39500,RENT,4.0,MEDICAL,A,5000,7.49,0.13,N,5,0
343,343,22,30000,RENT,1.0,VENTURE,B,5000,11.14,0.17,N,4,0
344,344,24,80000,RENT,0.0,EDUCATION,B,2400,11.36,0.03,N,2,0
345,345,23,30000,RENT,7.0,HOMEIMPROVEMENT,A,11000,5.79,0.37,N,3,1
346,346,26,36000,RENT,6.0,EDUCATION,A,13000,5.99,0.36,N,3,1
347,347,41,67000,MORTGAGE,0.0,PERSONAL,E,10000,17.39,0.15,Y,17,0
348,348,32,87000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,0.11,N,6,0
349,349,23,72000,MORTGAGE,7.0,EDUCATION,A,12000,7.51,0.17,N,4,0
350,350,33,42000,MORTGAGE,16.0,MEDICAL,A,12000,5.42,0.29,N,5,0
351,351,29,65000,MORTGAGE,4.0,PERSONAL,D,24000,14.09,0.37,Y,9,0
352,352,27,70000,MORTGAGE,4.0,MEDICAL,A,10000,6.03,0.14,N,7,0
353,353,22,45000,MORTGAGE,6.0,VENTURE,A,4200,7.51,0.1,N,3,0
354,354,28,50000,RENT,6.0,MEDICAL,A,6325,5.42,0.13,N,8,0
355,355,25,39000,RENT,9.0,MEDICAL,D,6600,14.46,0.17,Y,3,1
356,356,23,35000,RENT,7.0,EDUCATION,B,5600,12.69,0.16,N,2,0
357,357,23,48000,RENT,1.0,MEDICAL,B,4000,10.99,0.08,N,3,0
358,358,24,52000,RENT,5.0,VENTURE,A,10000,5.99,0.19,N,4,0
359,359,28,30000,RENT,4.0,DEBTCONSOLIDATION,A,8000,8.9,0.27,N,9,1
360,360,29,51992,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.29,Y,8,0
361,361,27,60000,MORTGAGE,7.0,EDUCATION,B,6000,10.99,0.1,N,5,0
362,362,24,54000,RENT,4.0,HOMEIMPROVEMENT,C,17000,13.99,0.32,Y,4,1
363,363,24,40000,RENT,0.0,MEDICAL,B,5000,9.99,0.13,N,4,0
364,364,27,28800,RENT,0.0,VENTURE,A,2800,7.88,0.1,N,6,1
365,365,24,110000,RENT,8.0,MEDICAL,C,8000,11.22,0.07,Y,3,0
366,366,29,75000,RENT,1.0,MEDICAL,B,7200,9.99,0.1,N,10,0
367,367,26,30000,RENT,3.0,MEDICAL,B,6000,10.99,0.2,N,3,0
368,368,26,55000,MORTGAGE,4.0,VENTURE,A,12500,5.99,0.23,N,2,0
369,369,29,48000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.36,0.1,N,7,0
370,370,25,28800,OWN,2.0,VENTURE,A,9250,8.9,0.32,N,4,0
371,371,24,72000,MORTGAGE,7.0,PERSONAL,A,8000,8.49,0.11,N,2,0
372,372,39,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,4000,14.96,0.07,Y,11,0
373,373,24,90000,MORTGAGE,4.0,EDUCATION,B,5000,10.99,0.06,N,3,0
374,374,26,69600,MORTGAGE,9.0,VENTURE,A,5000,7.9,0.07,N,3,0
375,375,27,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.57,0.1,Y,9,0
376,376,22,55200,MORTGAGE,7.0,EDUCATION,B,7000,10.65,0.13,N,2,0
377,377,41,30000,OWN,2.0,PERSONAL,C,8000,14.22,0.27,N,15,0
378,378,38,29120,RENT,0.0,EDUCATION,B,5000,10.99,0.17,N,11,0
379,379,26,41600,RENT,3.0,MEDICAL,A,6000,6.03,0.15,N,2,0
380,380,22,59500,MORTGAGE,5.0,EDUCATION,C,11000,13.57,0.18,N,2,0
381,381,29,61656,RENT,4.0,VENTURE,B,15000,10.36,0.24,N,5,0
382,382,26,90000,RENT,2.0,PERSONAL,B,7000,11.71,0.08,N,4,0
383,383,27,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16000,6.54,0.16,N,6,0
384,384,25,148080,RENT,0.0,HOMEIMPROVEMENT,C,20000,12.29,0.14,Y,4,0
385,385,22,40000,RENT,2.0,EDUCATION,B,9000,11.99,0.23,N,3,0
386,386,33,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,11.99,0.2,N,8,0
387,387,26,20000,RENT,2.0,VENTURE,A,5000,6.99,0.25,N,4,0
388,388,22,40000,OWN,6.0,VENTURE,A,5600,7.9,0.14,N,4,0
389,389,26,112689,MORTGAGE,10.0,PERSONAL,B,24000,10.99,0.21,N,3,0
390,390,30,55000,MORTGAGE,14.0,PERSONAL,A,10000,7.49,0.18,N,5,0
391,391,22,48000,MORTGAGE,0.0,EDUCATION,C,5400,14.35,0.11,N,3,0
392,392,26,75000,RENT,10.0,DEBTCONSOLIDATION,C,12000,12.68,0.16,N,4,0
393,393,26,70000,RENT,8.0,DEBTCONSOLIDATION,C,5000,13.98,0.07,Y,2,0
394,394,24,58650,RENT,4.0,MEDICAL,D,10000,14.09,0.14,Y,4,1
395,395,35,33600,RENT,12.0,MEDICAL,A,3000,5.42,0.09,N,7,0
396,396,22,49000,RENT,0.0,PERSONAL,D,12000,15.31,0.24,Y,3,1
397,397,30,91800,MORTGAGE,13.0,MEDICAL,B,8400,11.99,0.09,N,8,0
398,398,24,100000,MORTGAGE,8.0,VENTURE,D,14000,15.62,0.14,N,4,0
399,399,32,96000,RENT,6.0,EDUCATION,B,17400,11.71,0.18,N,5,0
400,400,23,26000,RENT,1.0,EDUCATION,D,2400,15.65,0.09,Y,4,1
401,401,24,99518,MORTGAGE,8.0,PERSONAL,A,8000,7.14,0.08,N,3,0
402,402,28,75000,RENT,13.0,DEBTCONSOLIDATION,A,10000,6.92,0.13,N,8,0
403,403,44,120000,MORTGAGE,13.0,VENTURE,B,6000,11.71,0.05,N,13,0
404,404,50,75000,RENT,0.0,EDUCATION,A,20000,6.91,0.27,N,14,0
405,405,26,50000,RENT,2.0,MEDICAL,B,5000,10.38,0.1,N,4,0
406,406,25,69743,MORTGAGE,3.0,VENTURE,B,3000,9.91,0.04,N,4,0
407,407,28,130000,MORTGAGE,0.0,PERSONAL,D,25000,14.96,0.19,Y,10,0
408,408,27,57996,RENT,2.0,EDUCATION,B,4000,10.75,0.07,N,6,0
409,409,23,79650,RENT,3.0,PERSONAL,E,6000,16.32,0.09,N,2,1
410,410,30,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,11.49,0.18,N,6,0
411,411,26,120000,RENT,0.0,DEBTCONSOLIDATION,B,30000,12.69,0.25,N,2,0
412,412,26,40000,RENT,7.0,EDUCATION,B,5400,9.99,0.14,N,4,0
413,413,23,84000,RENT,5.0,EDUCATION,A,6000,8.94,0.07,N,2,0
414,414,50,37000,MORTGAGE,1.0,PERSONAL,A,7000,8.49,0.19,N,14,1
415,415,23,60000,MORTGAGE,7.0,EDUCATION,B,5000,11.36,0.08,N,3,0
416,416,22,32000,RENT,1.0,MEDICAL,B,5000,10.36,0.16,N,2,0
417,417,21,35004,RENT,0.0,VENTURE,A,11000,8.94,0.31,N,3,0
418,418,21,50000,OWN,5.0,VENTURE,C,7000,13.47,0.14,N,2,0
419,419,22,62000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0.1,N,2,0
420,420,25,75000,RENT,9.0,MEDICAL,A,9200,6.03,0.12,N,2,0
421,421,23,55000,RENT,7.0,EDUCATION,A,10000,8.94,0.18,N,2,0
422,422,25,60000,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.13,N,2,0
423,423,46,60000,MORTGAGE,0.0,PERSONAL,B,4800,11.49,0.08,N,16,0
424,424,25,35000,RENT,1.0,PERSONAL,D,3500,16.29,0.1,N,2,1
425,425,39,50000,OWN,2.0,PERSONAL,A,16800,7.88,0.32,N,17,0
426,426,28,70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,15000,6.03,0.21,N,5,0
427,427,23,33600,RENT,4.0,EDUCATION,C,4000,13.72,0.12,N,3,0
428,428,29,65000,MORTGAGE,7.0,PERSONAL,A,5000,7.4,0.08,N,9,0
429,429,24,70000,RENT,1.0,MEDICAL,C,7000,13.79,0.1,Y,4,0
430,430,56,50000,RENT,0.0,PERSONAL,C,3000,13.22,0.06,Y,23,0
431,431,27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.94,0.13,N,6,0
432,432,25,65000,RENT,0.0,EDUCATION,C,6000,13.35,0.09,N,4,0
433,433,29,25000,RENT,1.0,VENTURE,C,5000,12.84,0.2,N,9,0
434,434,25,72000,RENT,9.0,HOMEIMPROVEMENT,C,25000,12.99,0.35,Y,4,1
435,435,31,26400,RENT,5.0,VENTURE,A,6000,8.59,0.23,N,8,0
436,436,22,45000,RENT,2.0,EDUCATION,B,5000,10.0,0.11,N,2,0
437,437,34,54990,RENT,1.0,PERSONAL,C,10000,14.72,0.18,Y,6,0
438,438,26,96000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,10000,12.73,0.1,Y,4,0
439,439,30,38000,OWN,0.0,MEDICAL,C,13250,12.87,0.36,N,8,0
440,440,32,35000,OWN,2.0,EDUCATION,B,8000,11.11,0.23,N,6,0
441,441,44,150000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,21000,13.49,0.14,Y,11,0
442,442,22,25000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.99,0.37,N,2,1
443,443,25,18000,RENT,0.0,MEDICAL,B,1500,11.14,0.08,N,4,0
444,444,23,66000,MORTGAGE,4.0,EDUCATION,B,10000,10.62,0.15,N,3,0
445,445,46,60000,RENT,1.0,HOMEIMPROVEMENT,C,4800,12.68,0.08,N,13,0
446,446,33,40000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.25,N,6,0
447,447,25,30000,RENT,5.0,MEDICAL,A,5000,6.62,0.17,N,2,0
448,448,27,43000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6625,7.66,0.15,N,10,0
449,449,21,25000,OWN,1.0,PERSONAL,B,3000,10.99,0.12,N,3,0
450,450,46,55900,RENT,2.0,EDUCATION,B,17000,10.37,0.3,N,14,0
451,451,27,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.49,0.17,N,7,0
452,452,26,45000,RENT,1.0,PERSONAL,A,12800,7.51,0.29,N,2,1
453,453,28,120000,OWN,12.0,PERSONAL,A,15000,6.03,0.12,N,7,0
454,454,24,116664,RENT,8.0,EDUCATION,B,10000,10.75,0.09,N,3,0
455,455,26,95000,MORTGAGE,2.0,EDUCATION,B,7000,11.49,0.07,N,4,0
456,456,24,48000,MORTGAGE,8.0,VENTURE,B,5000,11.36,0.1,N,2,0
457,457,22,75000,MORTGAGE,2.0,EDUCATION,C,20000,12.73,0.27,N,2,0
458,458,28,37800,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.79,0.19,N,8,0
459,459,28,40000,RENT,3.0,EDUCATION,A,7000,8.0,0.17,N,5,0
460,460,23,45000,RENT,3.0,EDUCATION,D,8000,15.7,0.18,Y,4,0
461,461,25,31200,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.71,0.48,N,3,1
462,462,24,72000,MORTGAGE,8.0,PERSONAL,B,12000,11.89,0.17,N,3,0
463,463,26,55000,RENT,10.0,VENTURE,B,8000,12.21,0.15,N,4,0
464,464,38,85000,RENT,3.0,PERSONAL,C,10000,12.87,0.12,Y,17,0
465,465,23,85000,RENT,7.0,EDUCATION,A,10000,7.88,0.12,N,2,0
466,466,24,72000,RENT,8.0,PERSONAL,C,15000,12.84,0.21,N,2,0
467,467,27,120000,RENT,4.0,MEDICAL,D,12000,15.65,0.1,Y,6,0
468,468,26,58195,RENT,3.0,PERSONAL,B,11000,10.0,0.19,N,4,0
469,469,26,85000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0.12,N,2,0
470,470,28,192000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,20000,13.48,0.11,Y,8,0
471,471,30,50000,RENT,7.0,VENTURE,A,20000,6.54,0.4,N,7,1
472,472,21,32000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.08,N,2,0
473,473,27,110000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.22,0.05,N,10,0
474,474,23,36000,MORTGAGE,7.0,VENTURE,C,10000,14.27,0.28,N,4,1
475,475,22,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7500,6.39,0.1,N,4,0
476,476,41,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5000,12.53,0.14,N,16,0
477,477,23,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.11,0.13,Y,2,0
478,478,23,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.15,N,3,0
479,479,26,32400,RENT,11.0,DEBTCONSOLIDATION,A,4500,8.9,0.14,N,3,0
480,480,21,30000,RENT,0.0,EDUCATION,A,4500,7.66,0.15,N,2,0
481,481,23,60000,RENT,5.0,EDUCATION,A,6000,9.32,0.1,N,4,0
482,482,24,130000,RENT,1.0,VENTURE,C,15000,14.26,0.11,Y,3,0
483,483,23,60000,OWN,7.0,EDUCATION,C,15000,13.16,0.25,Y,4,0
484,484,27,60000,RENT,3.0,MEDICAL,C,10000,13.22,0.17,N,9,0
485,485,22,60000,MORTGAGE,2.0,MEDICAL,B,15000,10.25,0.25,N,4,0
486,486,24,65004,MORTGAGE,8.0,EDUCATION,A,6000,6.03,0.09,N,2,0
487,487,56,70000,MORTGAGE,0.0,PERSONAL,A,13000,6.17,0.19,N,24,0
488,488,33,60000,MORTGAGE,17.0,EDUCATION,A,2500,7.49,0.04,N,5,0
489,489,24,200100,MORTGAGE,8.0,DEBTCONSOLIDATION,A,30000,7.9,0.15,N,4,0
490,490,26,42000,RENT,0.0,DEBTCONSOLIDATION,E,7200,16.7,0.17,N,3,1
491,491,23,98000,OWN,7.0,VENTURE,A,10000,7.9,0.1,N,4,0
492,492,26,45600,MORTGAGE,5.0,MEDICAL,A,1450,6.76,0.03,N,4,0
493,493,23,30000,RENT,0.0,EDUCATION,C,7500,11.28,0.25,N,3,0
494,494,23,70000,RENT,7.0,DEBTCONSOLIDATION,B,7000,12.69,0.1,N,3,0
495,495,22,80000,OWN,1.0,MEDICAL,B,15000,11.49,0.19,N,3,0
496,496,26,70000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,4000,15.7,0.06,N,3,0
497,497,30,54000,RENT,8.0,PERSONAL,C,10000,13.99,0.19,Y,10,0
498,498,28,38500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,5.42,0.18,N,9,0
499,499,29,54000,MORTGAGE,13.0,PERSONAL,C,10000,12.73,0.19,N,9,0
500,500,26,120000,RENT,5.0,MEDICAL,B,10000,11.49,0.08,N,3,0
501,501,42,44964,RENT,2.0,EDUCATION,A,5600,8.94,0.12,N,11,0
502,502,22,38000,MORTGAGE,4.0,VENTURE,A,7800,7.9,0.19,N,2,0
503,503,27,140000,MORTGAGE,3.0,MEDICAL,B,8000,11.49,0.06,N,10,0
504,504,30,36000,RENT,2.0,MEDICAL,C,5000,12.68,0.14,N,9,0
505,505,27,45000,MORTGAGE,6.0,MEDICAL,A,6200,7.29,0.13,N,7,0
506,506,28,70000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12500,11.99,0.18,N,5,0
507,507,22,25200,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.48,0.4,N,2,1
508,508,21,30000,RENT,0.0,DEBTCONSOLIDATION,F,8500,19.04,0.27,Y,2,1
509,509,23,36600,MORTGAGE,3.0,EDUCATION,B,3000,10.25,0.08,N,2,0
510,510,22,30000,RENT,2.0,VENTURE,D,5000,14.42,0.17,N,3,1
511,511,31,42000,RENT,2.0,MEDICAL,A,8000,8.94,0.19,N,9,0
512,512,32,45000,RENT,1.0,EDUCATION,B,8000,10.39,0.18,N,6,0
513,513,39,160000,MORTGAGE,8.0,VENTURE,A,15000,7.88,0.09,N,11,0
514,514,24,35000,RENT,0.0,MEDICAL,C,8000,13.92,0.23,N,3,0
515,515,30,54792,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.61,0.09,Y,6,0
516,516,22,31200,RENT,4.0,PERSONAL,B,6000,9.99,0.19,N,2,0
517,517,26,58000,MORTGAGE,2.0,VENTURE,C,13000,13.11,0.23,N,2,0
518,518,25,65000,RENT,6.0,VENTURE,E,15000,15.95,0.23,N,2,0
519,519,31,56524,RENT,15.0,HOMEIMPROVEMENT,B,25000,9.91,0.37,N,6,1
520,520,21,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.59,0.33,N,4,0
521,521,27,85000,RENT,11.0,DEBTCONSOLIDATION,A,3600,6.99,0.04,N,6,0
522,522,28,42000,RENT,9.0,VENTURE,B,12000,10.38,0.29,N,10,0
523,523,25,50000,RENT,9.0,EDUCATION,C,2000,13.79,0.04,N,3,0
524,524,23,90000,MORTGAGE,7.0,VENTURE,C,6000,12.99,0.07,N,3,0
525,525,40,45792,RENT,2.0,PERSONAL,D,16000,13.24,0.37,N,14,1
526,526,24,30000,RENT,0.0,MEDICAL,C,7500,13.23,0.25,N,4,0
527,527,37,30636,RENT,4.0,MEDICAL,B,10000,10.99,0.33,N,14,1
528,528,31,58000,MORTGAGE,2.0,MEDICAL,A,3000,5.42,0.05,N,6,0
529,529,29,67000,RENT,13.0,PERSONAL,C,15900,13.04,0.23,Y,9,0
530,530,25,53004,RENT,2.0,MEDICAL,B,10000,11.86,0.19,N,4,0
531,531,22,45900,RENT,6.0,DEBTCONSOLIDATION,C,8400,13.79,0.18,N,2,0
532,532,22,66800,RENT,3.0,PERSONAL,D,9500,16.29,0.14,Y,2,0
533,533,36,75000,RENT,2.0,PERSONAL,C,10000,13.49,0.13,N,16,0
534,534,27,108000,RENT,3.0,HOMEIMPROVEMENT,D,10000,13.12,0.09,N,10,0
535,535,26,40000,MORTGAGE,7.0,PERSONAL,A,10000,5.99,0.25,N,2,0
536,536,23,69500,OWN,7.0,VENTURE,B,15000,10.65,0.22,N,4,0
537,537,22,49000,RENT,6.0,EDUCATION,B,6000,10.36,0.12,N,3,0
538,538,23,55000,MORTGAGE,4.0,EDUCATION,B,3250,10.62,0.06,N,4,0
539,539,30,125000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,11.71,0.06,N,8,0
540,540,23,30000,RENT,3.0,MEDICAL,D,5000,15.99,0.17,Y,3,1
541,541,29,85000,MORTGAGE,2.0,PERSONAL,B,15000,10.59,0.18,N,8,0
542,542,25,48000,RENT,5.0,HOMEIMPROVEMENT,B,6000,11.49,0.13,N,4,1
543,543,26,36000,RENT,3.0,EDUCATION,A,6725,7.9,0.19,N,4,1
544,544,26,47000,MORTGAGE,10.0,EDUCATION,A,6000,7.14,0.13,N,4,0
545,545,27,60000,MORTGAGE,6.0,MEDICAL,B,4000,10.65,0.07,N,5,0
546,546,23,72000,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.14,N,3,0
547,547,56,51600,RENT,3.0,PERSONAL,B,15000,10.37,0.29,N,20,0
548,548,25,60000,RENT,9.0,PERSONAL,A,7000,7.14,0.12,N,2,0
549,549,25,49270,RENT,9.0,HOMEIMPROVEMENT,C,10000,13.22,0.2,Y,4,1
550,550,24,30000,RENT,2.0,PERSONAL,B,2000,9.99,0.07,N,2,0
551,551,22,54996,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.12,0.05,N,3,0
552,552,25,48000,RENT,1.0,EDUCATION,A,4500,7.49,0.09,N,3,0
553,553,32,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,25000,11.12,0.31,N,7,0
554,554,23,50000,OWN,3.0,PERSONAL,A,4900,8.94,0.1,N,2,0
555,555,24,60000,OWN,5.0,MEDICAL,A,5000,5.42,0.08,N,2,0
556,556,22,91800,MORTGAGE,6.0,MEDICAL,D,16800,15.62,0.17,Y,4,1
557,557,27,140987,MORTGAGE,5.0,MEDICAL,A,6450,5.99,0.05,N,11,0
558,558,22,43000,RENT,7.0,EDUCATION,C,10000,14.65,0.23,N,4,0
559,559,25,110000,MORTGAGE,0.0,VENTURE,A,6000,8.49,0.05,N,4,0
560,560,30,48000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.05,N,5,0
561,561,23,24000,RENT,7.0,DEBTCONSOLIDATION,D,3500,14.11,0.14,Y,3,1
562,562,31,47000,RENT,0.0,PERSONAL,A,6000,9.63,0.13,N,6,1
563,563,31,55000,RENT,3.0,PERSONAL,A,7500,6.03,0.14,N,9,0
564,564,25,55000,RENT,2.0,MEDICAL,A,10000,7.88,0.18,N,4,0
565,565,32,30000,RENT,0.0,PERSONAL,B,7000,9.99,0.23,N,6,1
566,566,29,36000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.36,0.33,N,6,1
567,567,27,25200,RENT,2.0,EDUCATION,C,8000,13.23,0.32,N,9,1
568,568,22,65000,RENT,0.0,PERSONAL,C,10000,13.49,0.15,N,3,0
569,569,38,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,21000,10.59,0.26,N,12,0
570,570,38,130000,MORTGAGE,1.0,VENTURE,B,30000,9.91,0.23,N,16,0
571,571,26,65000,MORTGAGE,10.0,PERSONAL,A,9600,7.49,0.15,N,3,0
572,572,23,40000,OWN,2.0,MEDICAL,B,5000,12.53,0.13,N,3,0
573,573,30,44000,RENT,2.0,MEDICAL,C,3500,12.23,0.08,Y,9,0
574,574,24,38400,RENT,2.0,EDUCATION,A,4500,7.88,0.11,N,3,0
575,575,22,75000,RENT,1.0,EDUCATION,B,8000,12.53,0.11,N,2,0
576,576,29,120000,MORTGAGE,13.0,MEDICAL,A,10000,7.29,0.08,N,9,0
577,577,29,88000,RENT,2.0,EDUCATION,A,10000,6.54,0.11,N,10,0
578,578,23,42500,MORTGAGE,8.0,EDUCATION,B,8000,12.21,0.19,N,3,0
579,579,22,45000,RENT,3.0,PERSONAL,A,5200,6.99,0.12,N,3,0
580,580,24,24996,OWN,0.0,EDUCATION,B,5000,12.69,0.2,N,2,0
581,581,32,30000,RENT,7.0,PERSONAL,B,7500,12.42,0.25,N,5,0
582,582,22,30996,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.05,0.05,N,2,0
583,583,22,250000,MORTGAGE,4.0,EDUCATION,A,10000,7.51,0.04,N,3,0
584,584,23,102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7000,11.66,0.07,N,3,0
585,585,31,42500,RENT,0.0,MEDICAL,B,3500,9.99,0.08,N,7,0
586,586,24,100800,MORTGAGE,6.0,VENTURE,B,12000,12.67,0.12,N,3,0
587,587,27,55000,RENT,3.0,DEBTCONSOLIDATION,C,7500,13.22,0.14,N,5,0
588,588,22,60000,MORTGAGE,6.0,VENTURE,A,3000,7.66,0.05,N,2,0
589,589,29,60000,RENT,2.0,HOMEIMPROVEMENT,C,12000,12.23,0.2,Y,8,0
590,590,23,45000,RENT,0.0,PERSONAL,A,8000,8.94,0.18,N,3,0
591,591,24,75000,MORTGAGE,8.0,EDUCATION,A,4000,7.29,0.05,N,3,0
592,592,32,30000,RENT,4.0,MEDICAL,A,5000,7.9,0.17,N,9,0
593,593,32,60000,RENT,2.0,PERSONAL,C,12000,13.22,0.2,N,6,0
594,594,24,45000,OWN,5.0,VENTURE,A,5000,7.88,0.11,N,3,0
595,595,22,60000,MORTGAGE,6.0,EDUCATION,A,12000,7.9,0.2,N,4,0
596,596,23,100000,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0.12,N,2,0
